spider-flow,10927,5.4401095140314855,2,3382,2.0,1.0,0.0
javapoet,10870,12.588637919233403,0,1954,6.0,1.0,17.5
pkl,10854,1.626283367556468,16,6662,5.0,1.0,0.0
jjwt,10849,10.978781656399725,9,3494,3.0,1.0,1.0
vlayout,10774,8.517453798767967,34,1726,2.0,1.0,0.0
platform_frameworks_base,10768,16.870636550308006,0,7730448,,,
VirtualApp,10753,9.163586584531142,0,35179,3.0,1.0,1.0
Java-WebSocket,10737,15.62217659137577,19,4250,2.0,1.0,1.0
clojure,10717,15.184120465434633,0,18931,0.0,1.0,0.0
starrocks,10679,4.002737850787132,100,553818,,,
android-async-http,10631,14.537987679671458,3,3063,4.0,1.0,1.0
okhttp-OkGo,10602,9.637234770704996,14,84860,4.0,1.0,1.0
auto,10524,12.28747433264887,66,45069,2.0,2.5,1.0
JiaoZiVideoPlayer,10492,9.57700205338809,78,143896,5.0,2.0,4.0
RxPermissions,10482,9.932922655715263,11,587,2.0,1.0,0.0
Activiti,10426,12.974674880219029,100,131022,,,
zfile,10393,6.04517453798768,67,40767,4.0,1.0,0.0
resilience4j,10366,10.255989048596852,35,8488,10.0,1.0,0.0
MVPArms,10285,9.078713210130047,25,5963,5.0,1.0,3.5
aws-doc-sdk-examples,10207,9.045859000684462,0,256075,4.0,1.0,0.0
ViewPagerIndicator,10104,14.08624229979466,0,8657,5.0,3.0,0.0
Signal-Server,10076,11.737166324435318,0,20221,8.5,2.0,0.5
CoreNLP,9967,12.188911704312115,19,398489,0.0,1.0,0.0
glide-transformations,9927,10.652977412731007,0,26509,,,
easypermissions,9913,9.702943189596168,12,635,9.5,2.0,36.0
paascloud-master,9899,7.468856947296373,0,16083,1.0,1.0,0.0
JsBridge,9889,10.521560574948666,0,659,1.0,1.0,1.0
sonarqube,9884,14.663928815879535,65,960731,,,
MagicIndicator,9803,9.190965092402465,12,54749,5.0,1.0,0.0
AVLoadingIndicatorView,9770,9.86447638603696,1,14399,4.0,2.0,0.0
feign,9738,12.191649555099247,39,10047,4.0,1.0,1.0
Fragmentation,9725,9.530458590006845,30,29343,3.0,1.0,0.0
spring-reading,9710,1.9712525667351128,0,2808,2.5,1.0,0.0
spring-boot-api-project-seed,9686,8.199863107460644,4,77,3.0,1.0,0.0
spark,9660,14.335386721423683,0,2503,3.0,1.0,1.0
Android-ObservableScrollView,9650,10.822724161533197,0,13780,2.0,1.0,1.0
react-native-camera,9648,10.431211498973306,100,17586,,,
android-gif-drawable,9631,12.596851471594798,61,6065,4.0,2.0,0.0
DanmakuFlameMaster,9600,12.06570841889117,5,3580,3.0,1.0,1.0
spinnaker,9584,11.175906913073238,15,192031,,,
android-Ultra-Pull-To-Refresh,9563,10.809034907597535,8,3474,2.0,1.0,0.0
Mycat-Server,9552,10.754277891854894,7,19570,3.0,1.0,1.0
AndroidSlidingUpPanel,9498,12.262833675564682,8,2861,2.0,1.0,0.0
cim,9443,7.293634496919918,9,35165,5.0,1.0,0.0
PocketHub,9380,13.990417522245037,1,11945,5.0,1.0,0.0
cassandra,9372,16.292950034223136,0,447852,5.0,3.0,1.0
AgentWeb,9352,8.314852840520192,21,29032,3.0,1.0,0.0
EhViewer,9340,11.31006160164271,97,111228,4.0,1.0,1.0
CalendarView,9316,8.484599589322382,1,156814,4.0,2.0,4.0
JsonPath,9300,14.611909650924025,10,2694,4.0,1.0,0.0
spring-security,9300,13.650924024640657,100,89530,,,
AndroidNote,9294,9.66735112936345,0,7036,1.0,1.0,3.0
testing-samples,9277,10.899383983572895,0,12105,3.5,2.5,0.0
android-gpuimage,9129,12.917180013689254,0,1368,2.0,2.0,0.0
flyway,9112,12.722792607802875,100,1213822,,,
VirtualAPK,9042,8.183436002737851,4,1010,3.0,1.0,1.0
langchain4j,9034,2.209445585215606,52,19583,,,
jmeter,9005,15.277207392197125,10,133766,1.0,2.0,0.5
MaterialDesignLibrary,8971,10.929500342231348,3,8930,3.0,1.0,1.0
Jetpack-MVVM-Best-Practice,8950,5.845311430527036,0,10737,3.0,1.0,0.0
Android_Data,8844,10.42299794661191,0,153,2.0,1.0,3.0
storm,8811,13.96577686516085,0,27015,5.0,1.0,1.5
jna,8802,14.351813826146476,0,702730,3.0,2.0,0.0
StatusBarUtil,8799,9.555099247091034,0,9364,6.5,1.0,358.0
seatunnel,8787,8.082135523613964,52,48181,,,
flowable-engine,8726,8.892539356605065,28,236602,,,
awesome-java-leetcode,8712,8.383299110198495,0,512,1.0,1.0,0.0
Android-PullToRefresh,8687,13.765913757700206,0,4286,5.0,1.0,3.0
checkstyle,8675,12.013689253935661,100,209028,5.0,2.0,10.0
karate,8666,8.572210814510608,54,26565,4.0,1.0,1.0
Android-SpinKit,8663,9.45927446954141,0,10241,5.0,3.0,1.0
shenyu,8659,7.151266255989048,13,70234,,,
AndResGuard,8624,9.900068446269678,4,8343,4.5,1.5,45.0
react-native-image-picker,8591,10.242299794661191,100,3219,4.0,2.0,1.0
Calligraphy,8569,11.709787816563997,4,1523,6.0,1.0,4.0
Android-Debug-Database,8562,8.799452429842573,14,1639,4.0,1.0,0.0
epoxy,8561,9.073237508555783,76,34091,3.5,1.0,1.0
buck,8556,12.383299110198495,57,2024585,,,
dropwizard,8556,14.625598904859686,100,113689,4.0,2.0,0.0
junit4,8535,16.640657084188913,13,24413,3.0,1.0,0.0
ysoserial,8512,10.600958247775496,1,463,6.0,1.0,1.0
GoGoGo,8507,3.753593429158111,8,426456,3.0,1.0,1.0
tsunami-security-scanner,8462,5.253935660506502,27,1187,4.0,1.0,1.0
LSPatch,8389,4.511978097193703,9,10312,2.0,1.0,0.0
BottomBar,8388,9.47296372347707,4,40819,2.0,1.0,0.0
PojavLauncher,8386,5.4839151266255985,100,907941,4.0,1.0,1.0
hsweb-framework,8382,9.6290212183436,30,34210,,,
AndroidPdfViewer,8363,9.256673511293634,0,2724,1.0,1.0,0.0
testcontainers-java,8324,10.39835728952772,85,14226,4.0,1.0,1.0
im-server,8304,6.614647501711157,100,21912,8.0,2.0,1.0
beam,8299,9.587953456536619,53,888743,4.0,1.0,3.0
shardingsphere-elasticjob,8210,9.982203969883642,30,46074,2.0,1.0,0.0
pentaho-kettle,8176,11.906913073237508,1,712029,2.0,1.0,6.0
baritone,8159,7.093771389459275,85,16560,4.5,1.5,3.5
atlas,8151,8.514715947980836,7,84497,2.0,1.0,0.0
HMCL,8138,10.203969883641342,100,32802,3.0,1.0,0.0
transmittable-thread-local,8132,11.893223819301848,58,3619,7.5,1.0,1.0
otter,8128,12.071184120465434,10,12042,2.5,1.0,4.0
javacv,8124,11.373032169746748,13,7815,3.0,2.0,1.0
aeron,8117,11.572895277207392,100,71075,2.0,1.0,0.0
MaterialViewPager,8114,10.365503080082135,11,19557,3.0,1.0,0.0
UltimateAndroidReference,8105,8.402464065708418,0,543,1.0,1.0,0.0
LitePal,8100,12.539356605065024,0,5433,2.0,1.0,0.0
subsampling-scale-image-view,7988,12.02464065708419,21,57935,2.0,1.0,0.0
SimianArmy,7987,13.163586584531142,4,15326,5.0,1.0,2.0
iceberg,7978,6.792607802874743,31,104447,7.0,1.0,4.0
XPopup,7968,6.743326488706366,100,152978,2.0,1.0,0.0
tomcat,7951,13.927446954140999,0,185552,4.0,2.0,0.0
hugo,7931,11.775496235455167,0,201,,,
metrics,7850,15.520876112251882,100,21134,0.0,1.0,0.0
HomeMirror,7846,10.036960985626283,0,6207,2.0,1.0,0.0
react-native-svg,7837,9.631759069130732,100,90815,4.5,1.0,1.0
graylog2-server,7809,15.301848049281315,0,197368,,,
material-theme-jetbrains,7791,9.949349760438055,17,148338,3.0,2.0,1.0
RxLifecycle,7693,10.127310061601642,22,897,1.0,1.0,0.0
LeetCode-Book,7688,3.7152635181382614,0,858,1.0,1.0,0.0
MVVMHabit,7686,8.123203285420944,3,1298,2.0,1.0,0.0
vjtools,7671,7.268993839835729,9,2108,10.0,2.0,4.5
hellocharts-android,7662,10.896646132785763,14,6126,3.0,1.0,17.5
Shadow,7642,6.228610540725531,5,3644,2.0,1.0,0.0
MyBookshelf,7624,7.230663928815879,100,27255,4.0,1.0,1.0
PowerJob,7592,5.470225872689938,51,19396,0.0,1.0,0.0
android-classyshark,7589,9.897330595482547,17,24865,2.0,1.0,0.0
closure-compiler,7571,11.38672142368241,0,186906,4.0,1.0,0.0
AndroidAsync,7547,13.02943189596167,0,3720,,,
jimureport,7544,5.749486652977413,29,105008,6.5,1.0,0.0
RxJava-Android-Samples,7527,11.118412046543463,0,1188,3.0,1.0,3.0
algs4,7503,10.012320328542094,0,2025,4.0,1.0,0.0
mapstruct,7502,13.270362765229295,35,11146,0.0,1.0,0.0
LeetCode,7469,5.650924024640657,0,408,,,
swagger-core,7458,14.168377823408624,100,22910,0.0,1.0,0.0
enso,7439,8.71731690622861,100,119598,,,
1brc,7436,1.6865160848733745,0,2744,3.0,1.0,1.0
VBlog,7418,7.690622861054073,0,3841,4.0,1.0,1.0
SpringCloud-Learning,7404,9.037645448323067,0,1265,,,
Mapper,7369,10.787132101300479,8,2274,0.0,1.0,0.0
ShortcutBadger,7355,11.80287474332649,0,1231,3.0,1.0,0.0
RePlugin,7340,8.240930869267626,19,25372,3.0,1.0,0.0
MinecraftForge,7301,13.598904859685147,0,122977,2.0,1.0,1.0
dagger,7301,13.089664613278575,0,6861,2.0,1.0,1.0
gocd,7297,11.72621492128679,86,413078,,,
